Unnamed: 0,timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,MAG_0,MAG_1,MAG_2,PRESS,LIGHT,label,ACC_012,ACC_01,ACC_02,ACC_12,GYRO_012,GYRO_01,GYRO_02,GYRO_12,MAG_012,MAG_01,MAG_02,MAG_12
2,161058331294848.7,1.2132036363480825,2.487933496814047,9.305603658847126,-0.4920467114438888,-0.6177953291069763,0.1513918499536901,-41.87781243751546,39.85174267203603,-112.33850069769198,1020.0356920038888,1655.378052052239,0.0,9.708549613787149,2.7679732924682607,9.384355199948327,9.632448937841216,0.8041769252730046,0.7897980975598402,0.5148101188546572,0.6360743359850307,126.34022046662434,57.80927753008078,119.89032452019248,119.1977354357184
3,161058364628182.03,1.5845648188299557,2.557045937239554,9.39906098911858,-0.1984189011245374,-0.0755601448113944,-0.069890249260388,-42.45449364672876,38.81918163048526,-112.016279336018,1019.9771683483197,1684.796417869684,0.0,9.868722159803552,3.0082103633600688,9.531694138097611,9.740679206416978,0.2235263804320801,0.2123190895972094,0.2103680281438891,0.1029270733364068,125.92442070363298,57.52662768892973,119.79161434376344,118.55199576027988
4,161058397961515.38,1.16785665505835,2.512245348689224,9.311849066379656,-0.1139937829822045,0.0077091993171703,-0.0921909846344419,-42.232093279578805,40.01220172486344,-112.8436680262082,1019.9498587094242,1709.0179906200124,0.0,9.715235400843891,2.7704270174062904,9.384797398015566,9.644786660525275,0.146810054017338,0.1142541654063685,0.1466075039227592,0.0925127526451341,126.95754961110148,58.17667908746777,120.48752265850656,119.7274809744206
5,161058431294848.72,1.027959955821094,2.5196428088161875,9.178761435151692,-0.0143111229929278,-0.075448919389759,-0.0638013193953253,-40.31081545639952,39.90489289997913,-113.1605012006942,1019.9234655858684,1726.900766247184,0.0,9.57365985599127,2.7212683724305533,9.23614438790341,9.518311896940922,0.0998396516169071,0.0767941903948539,0.0653866698792883,0.0988086423025166,126.58065157088984,56.72179757481865,120.1260208062858,119.99041423943464
6,161058464628182.06,1.303541952113051,2.602058098956223,9.39827827935046,0.0285523867735363,-0.2094798577592602,-0.028729158375679,-40.956765419009166,39.67335693904215,-111.69352760046333,1019.919278759183,1737.6002288599202,0.0,9.838575231575604,2.9103140674611696,9.488248322900771,9.7518378250694,0.2133598231586264,0.2114167675405749,0.0405043618816599,0.2114407135530306,125.4068418876572,57.02132832897169,118.96596463452563,118.53024659827597
7,161058497961515.4,1.4356494914835456,2.5992122184666537,9.3363792609207,0.0014148660175517,-0.1604289526438075,-0.0311886682141295,-42.018936216235495,39.42990995473968,-112.33083013503358,1019.8985215174948,1742.1642251922117,0.0,9.797192012141716,2.969342287279004,9.446113865825836,9.6914334265049,0.1634386237007878,0.1604351915641848,0.0312207442387057,0.1634324994343539,126.24786809530175,57.62212075048042,119.9325076848218,119.05012892838316
8,161058531294848.75,1.5054641553730794,2.503311692889895,9.34274504381426,-0.0225430661201763,-0.0937049163112495,-0.0241347759001024,-43.11436147421533,39.75468609173112,-113.45309075733908,1019.8984054941157,1742.3821825341367,0.0,9.78876277721492,2.9211285070794903,9.463260921945938,9.67230346843373,0.099354358629831,0.0963784268962558,0.0330254029172515,0.0967631063404149,127.71408314659116,58.64540247607977,121.36907335776408,120.21663307814396
9,161058564628182.1,1.4528078619456912,2.4688883937766417,9.370363139885102,-0.0172646085181404,-0.0562805548332214,-0.0093428951057464,-42.65199432096727,40.447306680893895,-112.51052969155366,1019.8907844530067,1740.045264960463,0.0,9.79845732541473,2.864622241178794,9.482318074028557,9.690155585657148,0.0596058491137981,0.0588690713330853,0.0196304965867303,0.0570507716099635,126.94012970202957,58.78075567134288,120.32377949112886,119.5600431131248
10,161058597961515.44,1.541595026375426,2.421305306085538,9.10043906125319,0.0060102763503568,-0.0037045427720167,-0.0234984855021734,-41.3509288805628,39.03759481367179,-111.72854514217585,1019.8973607034746,1736.933397710519,0.0,9.542390985398066,2.8704066977735803,9.23008701654152,9.41704361744496,0.0245362156791388,0.0070602449644017,0.0242549426448201,0.0237887044213332,125.3678624197964,56.86680163436112,119.13507929603516,118.35202409939444
11,161058631294848.78,1.3584824500724026,2.502019948925594,9.078946931944657,0.012554352924016,-0.0344632152108216,-0.0380956165898522,-41.34080452622034,40.814942395099294,-111.54629139141326,1019.908492341414,1734.2203788060342,0.0,9.51487550023875,2.847029749050113,9.180019169926716,9.417397794395692,0.0528828987799381,0.0366786720044246,0.040110943403288,0.0513710930974651,125.7676300355879,58.094075787385016,118.96065417629995,118.77893182670633
